"","venue","headliner","support","weekday","date","time","ticket_price"
"16888","Lincoln Theatre","      Flying Lotus     ",NA,"Monday",2014-10-13,"",""
"16889","Lincoln Theatre","      Spoon"," Hamilton Leithauser    ","Tuesday",2014-09-02,"",""
"16890","Lincoln Theatre","      Nas     ",NA,"Saturday",2014-10-04,"",""
"16891","Lincoln Theatre","      Andrew Bird"," Luke Temple    ","Monday",2014-06-09,"",""
"16892","Lincoln Theatre","      James Blake     ",NA,"Thursday",2014-06-12,"",""
"16893","Lincoln Theatre","      James Vincent McMorrow and Moors (US)     ",NA,"Saturday",2014-11-08,"",""
"16894","Lincoln Theatre","      Thievery Corporation"," Fort Knox Five    ","Saturday",2014-12-20,"",""
"16895","Lincoln Theatre","      Andrew Bird"," the Hands of Glory and Tift Merritt    ","Sunday",2014-06-08,"",""
"16896","Lincoln Theatre","      Spoon"," Hamilton Leithauser    ","Wednesday",2014-09-03,"",""
"16897","Lincoln Theatre","      Morcheeba"," Conner Youngblood    ","Wednesday",2014-05-14,"",""
"16898","Lincoln Theatre","      Ingrid Michaelson"," Storyman","Friday",2014-05-23,"",""
"16899","Lincoln Theatre","      Paolo Nutini"," Phox    ","Wednesday",2014-09-17,"",""
"16900","Lincoln Theatre","      Spoon"," Ex Hex    ","Thursday",2014-09-04,"",""
"16901","Lincoln Theatre","      Chelsea Wolfe"," Eels    ","Saturday",2014-05-31,"",""
"16902","Lincoln Theatre","      Ani DiFranco"," David Wilcox","Monday",2014-11-17,"",""
"16903","Lincoln Theatre","      Ingrid Michaelson"," Storyman","Saturday",2014-05-24,"",""
"16904","Lincoln Theatre","      Wolfmother"," Kadavar    ","Tuesday",2014-05-20,"",""
"16905","Lincoln Theatre","      Musiq Soulchild"," Jon B","Saturday",2014-08-23,"",""
"16906","Lincoln Theatre","      Jeff Tweedy"," The Minus 5    ","Tuesday",2014-06-10,"",""
"16907","Lincoln Theatre","      Thievery Corporation"," Fort Knox Five    ","Sunday",2014-12-21,"",""
"16908","Lincoln Theatre","      Caf̩ Tacvba     ",NA,"Saturday",2014-10-18,"",""
"16909","Lincoln Theatre","      The String Cheese Incident     ",NA,"Wednesday",2014-11-05,"",""
"16910","Lincoln Theatre","      Phillip Phillips"," Christian Burghardt    ","Sunday",2014-09-14,"",""
"16911","Lincoln Theatre","      The String Cheese Incident     ",NA,"Tuesday",2014-11-04,"",""
"16912","Lincoln Theatre","      Stephen Marley"," Jo Mersa","Thursday",2014-04-17,"",""
"16913","Lincoln Theatre","      Dream Theater     ",NA,"Tuesday",2014-04-01,"",""
"16914","Lincoln Theatre","      Josh Ritter"," Gregory Alan Isakov    ","Friday",2014-02-28,"",""
"16915","Lincoln Theatre","      Patty Griffin"," Parker Millsap    ","Tuesday",2014-06-03,"",""
"16916","Lincoln Theatre","      Natalie Merchant     ",NA,"Wednesday",2014-12-10,"",""
"16917","Lincoln Theatre","      Natalie Merchant     ",NA,"Saturday",2014-07-12,"",""
"16918","Lincoln Theatre","      Ms. Lauryn Hill     ",NA,"Sunday",2014-02-09,"",""
"16919","Lincoln Theatre","      Peter Frampton     ",NA,"Tuesday",2014-07-08,"",""
"16920","Lincoln Theatre","      Lucinda Williams"," The Kenneth Brian Band    ","Wednesday",2014-11-12,"",""
"16921","Lincoln Theatre","      Sharon Jones & The Dap-Kings"," Valerie June    ","Monday",2014-02-10,"",""
"16922","Lincoln Theatre","      Natalie Merchant     ",NA,"Sunday",2014-07-13,"",""
"16923","Lincoln Theatre","      The Milk Carton Kids     ",NA,"Friday",2014-10-24,"",""
"16924","Lincoln Theatre","      Sharon Jones & The Dap-Kings"," Valerie June    ","Tuesday",2014-02-11,"",""
"16925","Lincoln Theatre","      Neil Finn"," Midlake    ","Saturday",2014-04-12,"",""
"16926","Lincoln Theatre","      The Airborne Toxic Event"," In the Valley Below    ","Thursday",2014-10-02,"",""
"16927","Lincoln Theatre","      Ian Anderson"," New Album Homo Erraticus    ","Thursday",2014-11-06,"",""
"16928","Lincoln Theatre","      Dwight Yoakam     ",NA,"Sunday",2014-10-19,"",""
"16929","Lincoln Theatre","      Melissa Etheridge     ",NA,"Tuesday",2014-11-18,"",""
"16930","Lincoln Theatre","      Josh Ritter"," Gregory Alan Isakov    ","Saturday",2014-03-01,"",""
"16931","Lincoln Theatre","      Rufus Wainwright"," Lucy Wainwright Roche    ","Wednesday",2014-04-16,"",""
"16932","Lincoln Theatre","      Bryan Ferry"," Dawn Landes    ","Sunday",2014-09-28,"",""
"16933","Lincoln Theatre","      Buddy Guy"," Dweezil Zappa    ","Sunday",2014-03-30,"",""
"16934","Lincoln Theatre","      Bryan Ferry"," Dawn Landes    ","Monday",2014-09-29,"",""
"16935","Lincoln Theatre","      Miranda Sings     ",NA,"Saturday",2014-07-19,"",""
"16936","Lincoln Theatre","      Bob Weir & RatDog"," Bob Weir    ","Monday",2014-02-17,"",""
"16937","Lincoln Theatre","      The Milk Carton Kids"," Alex Hargreaves and Samson Grisman    ","Friday",2014-10-24,"",""
"16938","Lincoln Theatre","      Chrissie Hynde     ",NA,"Friday",2014-11-07,"",""
"16939","Lincoln Theatre","      Emmylou Harris"," Daniel Lanois","Friday",2014-04-11,"",""
"16940","Lincoln Theatre","      David Gray"," John Smith    ","Tuesday",2014-04-29,"",""
"16941","Lincoln Theatre","      Johnny Hallyday     ",NA,"Thursday",2014-05-08,"",""
"16942","Lincoln Theatre","      Anthony Jeselnik"," Beth Stelling    ","Thursday",2014-10-23,"",""
"16943","Lincoln Theatre","      War"," A Salute to Fathers and Secret Society    ","Sunday",2014-06-15,"",""
"16944","Lincoln Theatre","      Kyle Kinane"," Ben Kronberg and Kate Berlant    ","Wednesday",2014-10-01,"",""
"16945","Lincoln Theatre","      Bob Weir & RatDog     ",NA,"Tuesday",2014-02-18,"",""
"16946","Lincoln Theatre","      Short Films By     ",NA,"Thursday",2014-01-30,"",""
"16947","Lincoln Theatre","      Sun Ra Arkestra     ",NA,"Friday",2014-10-31,"",""
"16948","Lincoln Theatre","      Steve Hackett     ",NA,"Wednesday",2014-03-26,"",""
"16949","Lincoln Theatre","      Jeff Tweedy"," The Minus 5    ","Monday",2014-06-09,"",""
"16950","Lincoln Theatre","      Charles Esten"," Nashville    ","Sunday",2014-05-04,"",""
"16951","Lincoln Theatre","      Funk Brothers     ",NA,"Saturday",2014-06-14,"",""
"16952","Lincoln Theatre","      M.i.d."," Dennis Edwards    ","Saturday",2014-07-26,"",""
"16953","Lincoln Theatre","      Dr. Steve Brule"," DJ Dougpound    ","Thursday",2014-10-09,"",""
"16954","Lincoln Theatre","      Sadie & the Hotheads     ",NA,"Thursday",2014-12-04,"",""
"16955","Lincoln Theatre","      Jennifer Nettles"," Brandy Clark    ","Friday",2014-02-14,"",""
"16956","Lincoln Theatre","      Several Species     ",NA,"Saturday",2014-01-18,"",""
"16957","Lincoln Theatre","      Welcome to Night Vale     ",NA,"Tuesday",2014-03-04,"",""
"16958","Lincoln Theatre","      Federal Inter Agency Holocaust Remembrance Program�۝ May 7     ",NA,"Wednesday",2014-05-07,"",""
"16959","Lincoln Theatre","      Citydance's Dreamscape     ",NA,"Saturday",2014-05-10,"",""
"16960","Lincoln Theatre","      Elliot Jacobson     ",NA,"Friday",2014-05-23,"",""
"16961","Lincoln Theatre","      Mayor Gray�۪s 2014 Aapi Heritage Month Celebration     ",NA,"Friday",2014-05-30,"",""
"16962","Lincoln Theatre","      Freedom Fighters     ",NA,"Monday",2014-08-18,"",""
"16963","Lincoln Theatre","      Jena Friedman     ",NA,"Friday",2014-10-03,"",""
"16964","Lincoln Theatre","      John F. O'donnell     ",NA,"Sunday",2014-10-05,"",""
"16965","Lincoln Theatre","      Yannis Pappas     ",NA,"Friday",2014-10-17,"",""
"16966","Lincoln Theatre","      Hozier"," George Ezra    ","Monday",2015-03-09,"",""
"16967","Lincoln Theatre","      Marina and the Diamonds"," Christine and the Queens    ","Friday",2015-11-06,"",""
"16968","Lincoln Theatre","      Beirut"," Hailu Mergia    ","Tuesday",2015-11-03,"",""
"16969","Lincoln Theatre","      Kendrick Lamar"," Jay Rock    ","Sunday",2015-11-01,"",""
"16970","Lincoln Theatre","      Damien Rice     ",NA,"Friday",2015-04-03,"",""
"16971","Lincoln Theatre","      Beirut"," Hailu Mergia    ","Wednesday",2015-11-04,"",""
"16972","Lincoln Theatre","      Foals"," Circa Waves    ","Wednesday",2015-12-16,"",""
"16973","Lincoln Theatre","      FFS"," Franz Ferdinand","Monday",2015-10-05,"",""
"16974","Lincoln Theatre","      The Tallest Man On Earth     ",NA,"Sunday",2015-05-31,"",""
"16975","Lincoln Theatre","      Citizen Cope     ",NA,"Thursday",2015-04-09,"",""
"16976","Lincoln Theatre","      Yo La Tengo     ",NA,"Friday",2015-09-25,"",""
"16977","Lincoln Theatre","      Neko Case"," Jennifer O'Connor    ","Monday",2015-06-15,"",""
"16978","Lincoln Theatre","      Glen Hansard"," The Lost Brothers    ","Tuesday",2015-02-10,"",""
"16979","Lincoln Theatre","      The Tallest Man On Earth"," Madisen Ward and the Mama Bear    ","Monday",2015-06-01,"",""
"16980","Lincoln Theatre","      Ben Folds"," Ymusic    ","Thursday",2015-05-07,"",""
"16981","Lincoln Theatre","      Kiesza"," Betty Who    ","Monday",2015-05-11,"",""
"16982","Lincoln Theatre","      Noel Gallagher's High Flying Birds     ",NA,"Thursday",2015-06-04,"",""
"16983","Lincoln Theatre","      Joanna Newsom"," Alela Diane and Ryan Francesconi    ","Thursday",2015-12-10,"",""
"16984","Lincoln Theatre","      Kacey Musgraves"," Sugar & the Hi Lows    ","Friday",2015-10-16,"",""
"16985","Lincoln Theatre","      Bo Burnham"," Adam Newman    ","Saturday",2015-10-10,"",""
"16986","Lincoln Theatre","      Billy Idol     ",NA,"Sunday",2015-01-25,"",""
"16987","Lincoln Theatre","      Jason Isbell"," Damien Jurado    ","Wednesday",2015-02-04,"",""
"16988","Lincoln Theatre","      Josh Ritter"," Bhi Bhiman    ","Monday",2015-10-26,"",""
"16989","Lincoln Theatre","      Sharon Jones & The Dap-Kings     ",NA,"Tuesday",2015-12-08,"",""
"16990","Lincoln Theatre","      Sharon Jones & The Dap-Kings"," Saun & Starr    ","Tuesday",2015-12-08,"",""
"16991","Lincoln Theatre","      Jamie Cullum     ",NA,"Friday",2015-02-06,"",""
"16992","Lincoln Theatre","      Kacey Musgraves"," Sugar & the Hi Lows    ","Saturday",2015-10-17,"",""
"16993","Lincoln Theatre","      Amanda Palmer     ",NA,"Saturday",2015-04-04,"",""
"16994","Lincoln Theatre","      Bo Burnham"," Adam Newman    ","Sunday",2015-10-11,"",""
"16995","Lincoln Theatre","      Daughtry"," Lucie Silvas    ","Saturday",2015-05-02,"",""
"16996","Lincoln Theatre","      JOHNNYSWIM     ",NA,"Thursday",2015-12-17,"",""
"16997","Lincoln Theatre","      Sturgill Simpson     ",NA,"Wednesday",2015-09-23,"",""
"16998","Lincoln Theatre","      Sturgill Simpson     ",NA,"Thursday",2015-09-24,"",""
"16999","Lincoln Theatre","      The Zombies"," Sadie & the Hotheads    ","Thursday",2015-10-08,"",""
"17000","Lincoln Theatre","      The Tragically Hip     ",NA,"Wednesday",2015-01-21,"",""
"17001","Lincoln Theatre","      Joe Jackson     ",NA,"Friday",2015-10-23,"",""
"17002","Lincoln Theatre","      Rachel Platten"," A Great Big World and Karmin    ","Friday",2015-10-09,"",""
"17003","Lincoln Theatre","      Bo Burnham"," Adam Newman    ","Monday",2015-10-12,"",""
"17004","Lincoln Theatre","      Natalia LaFourcade     ",NA,"Thursday",2015-10-22,"",""
"17005","Lincoln Theatre","      Loretta Lynn"," The Von Trapps    ","Sunday",2015-09-27,"",""
"17006","Lincoln Theatre","      The Blind Boys of Alabama and Ani DiFranco     ",NA,"Sunday",2015-05-17,"",""
"17007","Lincoln Theatre","      Joe Jackson     ",NA,"Friday",2015-10-23,"",""
"17008","Lincoln Theatre","      Rhiannon Giddens"," Bhi Bhiman    ","Sunday",2015-04-12,"",""
"17009","Lincoln Theatre","      Ana Carolina     ",NA,"Friday",2015-09-18,"",""
"17010","Lincoln Theatre","      Richard Cheese & Lounge Against the Machine     ",NA,"Friday",2015-10-30,"",""
"17011","Lincoln Theatre","      Welcome to Night Vale and Dessa     ",NA,"Friday",2015-03-27,"",""
"17012","Lincoln Theatre","      Rick Springfield     ",NA,"Sunday",2015-04-19,"",""
"17013","Lincoln Theatre","      Dave Rawlings Machine"," Dave Rawlings    ","Thursday",2015-11-19,"",""
"17014","Lincoln Theatre","      Idan Raichel     ",NA,"Wednesday",2015-04-22,"",""
"17015","Lincoln Theatre","      Adam DeVine"," Adam Ray    ","Saturday",2015-02-21,"",""
"17016","Lincoln Theatre","      Trevor Noah     ",NA,"Saturday",2015-07-25,"",""
"17017","Lincoln Theatre","      Kumail Nanjiani     ",NA,"Saturday",2015-09-12,"",""
"17018","Lincoln Theatre","      Steve Hackett     ",NA,"Friday",2015-11-13,"",""
"17019","Lincoln Theatre","      Second City     ",NA,"Friday",2015-04-10,"",""
"17020","Lincoln Theatre","      The Australian Pink Floyd Show     ",NA,"Saturday",2015-08-08,"",""
"17021","Lincoln Theatre","      White Ford Bronco     ",NA,"Thursday",2015-12-31,"",""
"17022","Lincoln Theatre","      Welcome to Night Vale and Dessa     ",NA,"Saturday",2015-03-28,"",""
"17023","Lincoln Theatre","      Stuff You Should Know     ",NA,"Friday",2015-06-26,"",""
"17024","Lincoln Theatre","      Tom Browne and The Blackbyrds     ",NA,"Sunday",2015-06-21,"",""
"17025","Lincoln Theatre","      Jerry Lewis     ",NA,"Friday",2015-01-09,"",""
"17026","Lincoln Theatre","      Bianca Del Rio     ",NA,"Saturday",2015-11-14,"",""
"17027","Lincoln Theatre","      Steps     ",NA,"Sunday",2015-11-22,"",""
"17028","Lincoln Theatre","      Dreamscape     ",NA,"Saturday",2015-05-09,"",""
"17029","Lincoln Theatre","      Born This Way     ",NA,"Friday",2015-05-15,"",""
"17030","Lincoln Theatre","      Born This Way     ",NA,"Saturday",2015-05-16,"",""
"17031","Lincoln Theatre","      Danny Rouhier     ",NA,"Friday",2015-05-29,"",""
"17032","Lincoln Theatre","      Ken Francis Wenzel     ",NA,"Thursday",2015-06-04,"",""
"17033","Lincoln Theatre","      T.J. Miller     ",NA,"Sunday",2015-08-09,"",""
"17034","Lincoln Theatre","      John F. O'donnell     ",NA,"Friday",2015-10-02,"",""
"17035","Lincoln Theatre","      Jessica Williams"," Nore Davis    ","Saturday",2015-10-03,"",""
"17036","Lincoln Theatre","      James Blake     ",NA,"Saturday",2016-10-01,"",""
"17037","Lincoln Theatre","      Smashing Pumpkins"," Liz Phair    ","Sunday",2016-04-10,"",""
"17038","Lincoln Theatre","      Norah Jones"," The Candles    ","Saturday",2016-12-03,"",""
"17039","Lincoln Theatre","      The Naked and Famous"," XYL�� and The Chain Gang of 1974    ","Tuesday",2016-11-15,"",""
"17040","Lincoln Theatre","      Father John Misty"," Tess & Dave    ","Monday",2016-04-25,"",""
"17041","Lincoln Theatre","      Ryan Adams"," Amanda Shires    ","Tuesday",2016-07-26,"",""
"17042","Lincoln Theatre","      Corinne Bailey Rae"," MAYAENI    ","Saturday",2016-09-10,"",""
"17043","Lincoln Theatre","      Norah Jones"," The Candles    ","Sunday",2016-12-04,"",""
"17044","Lincoln Theatre","      Ingrid Michaelson     ",NA,"Monday",2016-11-21,"",""
"17045","Lincoln Theatre","      Blood Orange     ",NA,"Tuesday",2016-09-13,"",""
"17046","Lincoln Theatre","      Sam Beam and Jesca Hoop"," Marlon Williams and Iron & Wine    ","Saturday",2016-05-21,"",""
"17047","Lincoln Theatre","      Father John Misty"," Tess & Dave    ","Tuesday",2016-04-26,"",""
"17048","Lincoln Theatre","      Jake Bugg"," Syd Arthur    ","Thursday",2016-09-29,"",""
"17049","Lincoln Theatre","      Peter Bjorn and John"," City of the Sun and Cleopold    ","Saturday",2016-09-24,"",""
"17050","Lincoln Theatre","      Violent Femmes"," Ava Mendoza    ","Tuesday",2016-06-21,"",""
"17051","Lincoln Theatre","      Jenny Lewis     ",NA,"Saturday",2016-09-17,"",""
"17052","Lincoln Theatre","      Jenny Lewis"," The Watson Twins and EZTV    ","Sunday",2016-09-18,"",""
"17053","Lincoln Theatre","      The Naked and Famous     ",NA,"Tuesday",2016-11-15,"",""
"17054","Lincoln Theatre","      Andra Day and Chloe x Halle     ",NA,"Friday",2016-11-25,"",""
"17055","Lincoln Theatre","      Ingrid Michaelson     ",NA,"Monday",2016-11-21,"",""
"17056","Lincoln Theatre","      Alessia Cara"," Craig Stickland    ","Saturday",2016-02-20,"",""
"17057","Lincoln Theatre","      Citizen Cope"," An Intimate Solo and Victoria Reed    ","Friday",2016-04-01,"",""
"17058","Lincoln Theatre","      case/lang/veirs"," Andy Shauf","Wednesday",2016-07-27,"",""
"17059","Lincoln Theatre","      Ingrid Michaelson     ",NA,"Tuesday",2016-11-22,"",""
"17060","Lincoln Theatre","      Garbage"," Kristin Kontrol    ","Wednesday",2016-08-03,"",""
"17061","Lincoln Theatre","      Rodriguez"," Arum Rae    ","Thursday",2016-09-15,"",""
"17062","Lincoln Theatre","      Natalia LaFourcade     ",NA,"Thursday",2016-03-24,"",""
"17063","Lincoln Theatre","      Gipsy Kings"," Nicolas Reyes","Friday",2016-09-09,"",""
"17064","Lincoln Theatre","      Ryan Bingham and Brian Fallon     ",NA,"Wednesday",2016-09-28,"",""
"17065","Lincoln Theatre","      Joe Satriani     ",NA,"Saturday",2016-04-02,"",""
"17066","Lincoln Theatre","      David Gray     ",NA,"Friday",2016-11-18,"",""
"17067","Lincoln Theatre","      Bryan Ferry     ",NA,"Saturday",2016-07-23,"",""
"17068","Lincoln Theatre","      Preservation Hall Jazz Band"," Jimmy Carter    ","Friday",2016-09-23,"",""
"17069","Lincoln Theatre","      Jewel"," JD & The Straight Shot    ","Thursday",2016-04-07,"",""
"17070","Lincoln Theatre","      Adam Lambert"," Alex Newell    ","Saturday",2016-03-05,"",""
"17071","Lincoln Theatre","      Ozomatli and Big Tony & Trouble Funk     ",NA,"Sunday",2016-05-15,"",""
"17072","Lincoln Theatre","      Loretta Lynn     ",NA,"Saturday",2016-11-19,"",""
